"url","status","bytes","title","title_len","meta_description","description_len","canonical","canonical_ok","noindex","robots_meta","schema_types"
"https://anyconverter.io/coin-flip/","200","9284","Coin Flip Online Free — Heads or Tails | AnyConverter","53","Flip a virtual coin online for free. Get heads or tails instantly with a flip animation. Tracks your heads and tails count. No signup or download needed.","153","https://anyconverter.io/coin-flip/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/color-converter/","200","13813","Color Converter Online — HEX RGB HSL CMYK Free | AnyConverter","61","Convert colors between HEX, RGB, HSL, CMYK and HSB online for free. Interactive color picker with shade palette generator. Instant copy to clipboard.","149","https://anyconverter.io/color-converter/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/compare-pdf/","200","11114","Compare Two PDFs Side by Side Online Free | AnyConverter","56","Compare two PDF documents side by side online for free. Navigate through pages together to spot differences visually. No signup, 100% browser-based with PDF.js.","160","https://anyconverter.io/compare-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/compound-interest-calculator/","200","14545","Compound Interest Calculator Online Free | AnyConverter","55","Calculate compound interest online for free. Enter principal, rate, time and compounding frequency to see your investment grow. Includes year-by-year breakdown table.","166","https://anyconverter.io/compound-interest-calculator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/contact/","200","10844","Contact Us — AnyConverter","25","Get in touch with the AnyConverter team. Report a bug, suggest a new tool, or ask a question. We read and respond to every message.","131","https://anyconverter.io/contact/","True","False","index, follow",""
"https://anyconverter.io/cookies/","200","9412","Cookie Policy — AnyConverter","28","AnyConverter's cookie policy. Learn what cookies we use, why we use them, and how you can control or disable them in your browser.","130","https://anyconverter.io/cookies/","True","False","index, follow",""
"https://anyconverter.io/countdown-timer/","200","10694","Countdown Timer Online Free | AnyConverter","42","Free online countdown timer with presets for 5, 10, 25 minutes and 1 hour. Set custom hours, minutes and seconds. Audio alert when time is up. No signup needed.","160","https://anyconverter.io/countdown-timer/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/cron-expression-parser/","200","13750","Cron Expression Parser Online Free | AnyConverter","49","Parse and understand cron expressions instantly online. Enter any cron schedule and get a plain-English description with field breakdown. Free, no registration.","160","https://anyconverter.io/cron-expression-parser/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/crop-pdf/","200","10276","Crop PDF Pages Online Free | AnyConverter","41","Crop PDF pages by setting top, bottom, left and right margins in points. Remove borders or whitespace from every page instantly in your browser. No signup needed.","162","https://anyconverter.io/crop-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/css-gradient-generator/","200","13033","CSS Gradient Generator Online Free | AnyConverter","49","Create beautiful CSS gradients online for free. Design linear and radial gradients with custom colors and stops. Copy the ready-to-use CSS code instantly. No signup needed.","172","https://anyconverter.io/css-gradient-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/css-shadow-generator/","200","14156","CSS Shadow Generator Online Free | AnyConverter","47","Visually design CSS box-shadow and text-shadow with live preview. Adjust offset, blur, spread, colour and opacity. Copy the CSS code instantly. Free, no signup.","160","https://anyconverter.io/css-shadow-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/csv-query/","200","16397","CSV Query Tool Online — Run SQL on CSV Files Free | AnyConverter","64","Query CSV files with SQL online for free. Upload a CSV and run SELECT, WHERE, GROUP BY queries directly in your browser using SQL.js. Export results as CSV or JSON.","164","https://anyconverter.io/csv-query/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/csv-to-sql/","200","17703","CSV to SQL Converter Online — Free INSERT Generator | AnyConverter","66","Convert CSV files to SQL INSERT statements online for free. Auto-detect column types, choose MySQL/PostgreSQL/SQLite dialect. Generate CREATE TABLE + INSERT queries instantly.","175","https://anyconverter.io/csv-to-sql/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/currency-converter/","200","13197","Currency Converter Online Free | AnyConverter","45","Convert currencies online for free with live exchange rates. Support for 150+ currencies including USD, EUR, GBP, JPY. Real-time rates, no signup required.","155","https://anyconverter.io/currency-converter/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/daily-planner/","200","9531","Daily Planner Online Free | AnyConverter","40","Plan your day with a free online daily planner. Add tasks with time and duration, check them off as you go. Each day is saved separately in your browser.","153","https://anyconverter.io/daily-planner/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/dead-pixel-checker/","200","9899","Dead Pixel Checker Online Free | AnyConverter","45","Check your monitor for dead or stuck pixels online for free. Cycles through solid colors in fullscreen to reveal any defective pixels. No software download needed.","163","https://anyconverter.io/dead-pixel-checker/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/decision-maker/","200","8921","Decision Maker Online Free — Can't Decide? Let Us Pick | AnyConverter","69","Can't decide between options? Enter them, hit the button and watch the animated Decision Maker cycle through choices before picking one. Free, no signup needed.","160","https://anyconverter.io/decision-maker/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/dice-roller/","200","10255","Dice Roller Online Free — d4 d6 d8 d10 d12 d20 | AnyConverter","61","Roll any dice online for free. Supports d4, d6, d8, d10, d12 and d20. Roll up to 20 dice at once. Total displayed with roll history. No signup required.","152","https://anyconverter.io/dice-roller/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/discount-calculator/","200","14467","Discount Calculator Online Free | AnyConverter","46","Calculate sale price, savings, and discount percentage online for free. Three modes: discount %, fixed amount, or find discount from original and sale price. Instant results.","174","https://anyconverter.io/discount-calculator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/edit-pdf/","200","12895","Edit PDF Online Free — Add Text, Shapes &amp; Highlights | AnyConverter","71","Add text, rectangles or highlights to a PDF online for free. Specify page, position and style, preview the list, then download the edited PDF. No signup required.","162","https://anyconverter.io/edit-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/extract-pdf-pages/","200","9205","Extract PDF Pages Online Free | AnyConverter","44","Extract specific pages from a PDF and save them as a new PDF file. Enter page numbers or ranges. Free, instant, no signup, 100% in your browser.","144","https://anyconverter.io/extract-pdf-pages/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/fancy-text-generator/","200","10668","Fancy Text Generator Online Free | AnyConverter","47","Generate fancy Unicode text styles instantly — bold, italic, script, double-struck, circled, strikethrough, upside down, and more. Copy and paste anywhere. Free.","161","https://anyconverter.io/fancy-text-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/faq/","200","16898","Frequently Asked Questions — AnyConverter","41","Answers to common questions about AnyConverter — free online tools, data privacy, browser support, offline use, and more.","121","https://anyconverter.io/faq/","True","False","index, follow","Answer|FAQPage|Question"
"https://anyconverter.io/gst-vat-calculator/","200","14101","GST &amp; VAT Calculator Online Free | AnyConverter","51","Calculate GST or VAT for any amount online for free. Supports add or remove tax mode with presets for Australia, India, UK, EU, and Nordic countries. Instant results.","166","https://anyconverter.io/gst-vat-calculator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/habit-tracker/","200","8594","Habit Tracker Online Free | AnyConverter","40","Track your daily habits with a free online habit tracker. See your weekly grid, completion rates and streaks. Data saves in your browser. No signup required.","157","https://anyconverter.io/habit-tracker/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/hash-generator/","200","13936","Hash Generator Online — MD5 SHA256 SHA512 Free | AnyConverter","61","Generate MD5, SHA-1, SHA-256 and SHA-512 hashes online for free. Hash text or files. Fast, secure, client-side processing — your data never leaves your browser.","160","https://anyconverter.io/hash-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/html-beautifier/","200","11933","HTML Beautifier &amp; Minifier Online Free | AnyConverter","57","Beautify or minify HTML code instantly online. Paste your HTML and get properly formatted or minified output in one click. Free, no signup, runs in your browser.","161","https://anyconverter.io/html-beautifier/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/html-to-pdf/","200","9480","HTML to PDF Converter Online Free | AnyConverter","48","Convert HTML code to a PDF document online for free. Paste your HTML, preview it live, choose orientation, then download the PDF instantly. No signup, 100% browser-based.","170","https://anyconverter.io/html-to-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/image-compressor/","200","13390","Image Compressor Online Free | AnyConverter","43","Compress images online for free. Reduce PNG, JPG, and WebP file sizes with adjustable quality. No upload to server — all processing happens in your browser.","156","https://anyconverter.io/image-compressor/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/image-converter/","200","14670","Image Converter Online — PNG JPG WebP AVIF Free | AnyConverter","62","Convert images between PNG, JPG, WebP, AVIF, BMP and GIF online. Free image converter with resize and quality options. No upload to server — instant conversion.","160","https://anyconverter.io/image-converter/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/internet-speed-test/","200","9973","Internet Speed Test Online Free | AnyConverter","46","Test your internet connection speed online for free. Measure download speed, upload speed, and ping latency instantly in your browser. No app required.","151","https://anyconverter.io/internet-speed-test/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/invoice-generator/","200","15271","Invoice Generator Online Free | AnyConverter","44","Create and download professional invoices as PDF online for free. Add line items, tax, notes, and business details. No signup, no watermark, runs in your browser.","162","https://anyconverter.io/invoice-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/ip-address-lookup/","200","10839","IP Address Lookup Online Free | AnyConverter","44","Look up any IP address location, ISP, timezone, and more online for free. Find your own IP or search any IPv4 address. Instant results from multiple geo-APIs with automatic fallback. No signup needed.","200","https://anyconverter.io/ip-address-lookup/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/jpg-to-pdf/","200","9683","JPG to PDF Converter Online Free | AnyConverter","47","Convert JPG and PNG images to PDF online for free. Add multiple images, choose page size and margins, and download the PDF instantly. No signup, 100% browser-based.","164","https://anyconverter.io/jpg-to-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/json-formatter/","200","19427","JSON Formatter &amp; Validator Online — Free | AnyConverter","59","Format, beautify and validate JSON instantly. Free online JSON formatter with syntax highlighting and collapsible nodes. Runs in your browser — your data never leaves your device.","179","https://anyconverter.io/json-formatter/","True","False","index, follow","Answer|FAQPage|Offer|Organization|Question|WebApplication"
"https://anyconverter.io/json-to-yaml/","200","11794","JSON to YAML Converter Online Free | AnyConverter","49","Convert JSON to YAML and YAML to JSON instantly in your browser. Paste your data and get formatted output immediately. No server upload, 100% private.","150","https://anyconverter.io/json-to-yaml/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/jwt-decoder/","200","13213","JWT Decoder Online Free | AnyConverter","38","Decode and inspect JWT tokens online for free. View header, payload, and signature. Checks token expiration. 100% client-side, your tokens never leave the browser.","163","https://anyconverter.io/jwt-decoder/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/keyboard-tester/","200","9964","Keyboard Tester Online Free | AnyConverter","42","Test every key on your keyboard online for free. Press any key and see it light up instantly. Check for stuck, unresponsive or broken keys. No download needed.","159","https://anyconverter.io/keyboard-tester/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/loan-calculator/","200","13377","Loan &amp; EMI Calculator Online Free | AnyConverter","52","Calculate monthly loan EMI, total interest, and total payment online for free. View full amortization schedule. No signup, instant results in your browser.","155","https://anyconverter.io/loan-calculator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/lorem-ipsum-generator/","200","12383","Lorem Ipsum Generator Online Free | AnyConverter","48","Generate Lorem Ipsum placeholder text online free. Choose paragraphs, sentences, or words. Optionally start with the classic &quot;Lorem ipsum&quot; opening. Instant copy.","171","https://anyconverter.io/lorem-ipsum-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/markdown-html/","200","13157","Markdown to HTML Converter Online — Free | AnyConverter","55","Convert Markdown to HTML online for free. Live preview with rendered output and HTML source view. Supports GitHub Flavored Markdown. No signup needed.","150","https://anyconverter.io/markdown-html/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/meeting-timer/","200","10192","Meeting Timer Online Free — Agenda Timer | AnyConverter","55","Keep meetings on track with a free online meeting timer. Add agenda items with durations, start the timer, auto-advance between items and skip to the next topic. No signup.","172","https://anyconverter.io/meeting-timer/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/microphone-tester/","200","9690","Microphone Tester Online Free | AnyConverter","44","Test your microphone online for free. See live audio levels, check if your mic is working, and view device info — no software download required.","144","https://anyconverter.io/microphone-tester/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/monitor-color-test/","200","9593","Monitor Color Test Online Free | AnyConverter","45","Test your monitor's color accuracy, gradients, sharpness, and uniformity online for free. 8 fullscreen color test patterns. No software download needed.","152","https://anyconverter.io/monitor-color-test/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/morse-code-converter/","200","11177","Morse Code Converter Online Free | AnyConverter","47","Convert text to Morse code and Morse code to text online for free. Supports all letters, digits, and common punctuation. Instant bidirectional conversion. No signup.","165","https://anyconverter.io/morse-code-converter/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/mortgage-calculator/","200","13841","Mortgage Calculator Online Free | AnyConverter","46","Calculate your monthly mortgage payment online for free. Enter home price, down payment, interest rate and loan term to get your payment and total interest instantly.","166","https://anyconverter.io/mortgage-calculator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/mouse-tester/","200","10622","Mouse Tester Online Free | AnyConverter","39","Test your mouse buttons, scroll wheel, and pointer tracking online for free. Check left click, right click, middle click and mouse movement. No download needed.","160","https://anyconverter.io/mouse-tester/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/number-to-words/","200","11074","Number to Words Converter Online Free | AnyConverter","52","Convert any number to words in English online for free. Supports numbers up to trillions, negative numbers, and shows ordinal form. Instant, no signup needed.","158","https://anyconverter.io/number-to-words/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/ocr-pdf/","200","10314","OCR PDF — Extract Text from Scanned PDF Online Free | AnyConverter","66","Extract text from scanned PDFs or images using OCR online for free. Supports English, Spanish, French, German and more. Copy the extracted text instantly. No signup.","165","https://anyconverter.io/ocr-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/optimize-pdf/","200","9110","Optimize &amp; Compress PDF Online Free | AnyConverter","54","Reduce PDF file size online for free by optimising its structure. Strips unused objects and optional metadata. Download the smaller PDF instantly. No signup required.","166","https://anyconverter.io/optimize-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/organize-pdf/","200","9482","Organize PDF Pages Online Free | AnyConverter","45","Reorder PDF pages in any order online for free. Enter the new page sequence and download the reorganised PDF instantly. No signup, 100% in your browser.","152","https://anyconverter.io/organize-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/password-generator/","200","12699","Password Generator Online Free | AnyConverter","45","Generate strong, secure random passwords online for free. Customize length, character types, and generate multiple passwords at once. No signup required.","153","https://anyconverter.io/password-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/password-strength-checker/","200","11932","Password Strength Checker Online Free | AnyConverter","52","Check how strong your password is instantly online. Get real-time feedback on length, uppercase, lowercase, numbers, special characters, and whether it's a common password. Free.","178","https://anyconverter.io/password-strength-checker/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/pdf-compress/","200","13828","Compress PDF Online — Reduce PDF File Size Free | AnyConverter","62","Compress PDF files online and reduce file size without losing quality. Free PDF compressor. Choose compression level — low, medium or high. 100% secure.","152","https://anyconverter.io/pdf-compress/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/pdf-forms/","200","9288","Fill PDF Forms Online Free | AnyConverter","41","Fill in PDF form fields online for free. Upload a fillable PDF, enter values into text fields, checkboxes and dropdowns, then download the completed form. No signup.","165","https://anyconverter.io/pdf-forms/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/pdf-merge/","200","13460","Merge PDF Files Online — Free PDF Combiner | AnyConverter","57","Combine multiple PDF files into one online for free. Drag, reorder and merge PDFs in seconds. No registration required. Secure — files processed in your browser.","161","https://anyconverter.io/pdf-merge/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/pdf-security/","200","11007","PDF Security — Set Permissions Online Free | AnyConverter","57","Set PDF permissions online: restrict printing, copying, editing and annotations. Add an owner password with granular access control. Free, browser-based, no signup.","164","https://anyconverter.io/pdf-security/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/pdf-split/","200","13563","Split PDF Online — Extract Pages Free | AnyConverter","52","Split a PDF into multiple files or extract specific pages online for free. No software needed. Choose page ranges or split every N pages. Secure browser processing.","164","https://anyconverter.io/pdf-split/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/pdf-to-jpg/","200","10666","PDF to JPG Converter Online Free | AnyConverter","47","Convert PDF pages to JPG images online for free. Choose resolution scale and quality. Preview thumbnails and download all images instantly. No signup, 100% browser-based.","170","https://anyconverter.io/pdf-to-jpg/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/percentage-calculator/","200","15095","Percentage Calculator Online Free | AnyConverter","48","Calculate percentages online for free. Find X% of Y, what percent X is of Y, percentage change, and increase or decrease by a percentage. Instant, no signup.","157","https://anyconverter.io/percentage-calculator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/pomodoro-timer/","200","11834","Pomodoro Timer Online Free | AnyConverter","41","Use the Pomodoro technique online for free. 25-minute work sessions with 5-minute short breaks and 15-minute long breaks. Browser notifications, session counter. No signup.","172","https://anyconverter.io/pomodoro-timer/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/press/","200","11677","Press Kit — AnyConverter","24","AnyConverter press kit. Brand assets, company facts, key statistics, and media contact information for journalists and bloggers.","128","https://anyconverter.io/press/","True","False","index, follow",""
"https://anyconverter.io/privacy-policy-generator/","200","12504","Privacy Policy Generator Online Free | AnyConverter","51","Generate a free privacy policy for your website or app in seconds. Customise company name, email, data types and jurisdiction. No signup required.","146","https://anyconverter.io/privacy-policy-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/privacy/","200","11238","Privacy Policy — AnyConverter","29","AnyConverter's privacy policy. Learn what data we collect, how we use it, and why your files and text are never uploaded to our servers.","136","https://anyconverter.io/privacy/","True","False","index, follow",""
"https://anyconverter.io/protect-pdf/","200","9640","Protect PDF with Password Online Free | AnyConverter","52","Password protect a PDF file online for free. Set a user password to prevent unauthorised opening. Fast, private and 100% in your browser. No signup required.","157","https://anyconverter.io/protect-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/px-to-rem/","200","12066","PX to REM Converter Online Free | AnyConverter","46","Convert pixel values to REM and REM to pixels instantly. Set a custom base font size. Includes a full px-to-rem reference table. Free, no signup.","145","https://anyconverter.io/px-to-rem/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/qr-code-generator/","200","12790","QR Code Generator Online Free | AnyConverter","44","Generate QR codes online for free. Enter any text or URL and instantly create a downloadable QR code image. No signup, 100% in your browser.","140","https://anyconverter.io/qr-code-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/random-number-generator/","200","12786","Random Number Generator Online Free | AnyConverter","50","Generate random numbers online for free. Set min/max range, generate multiple numbers, enable no-duplicates mode. Uses cryptographically secure random values.","158","https://anyconverter.io/random-number-generator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/random-picker/","200","9549","Random Picker Online Free — Pick Random Items | AnyConverter","60","Pick random items from a list online for free. Paste your items separated by newlines or commas, choose how many to pick, and get instant results. No signup needed.","164","https://anyconverter.io/random-picker/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/redact-pdf/","200","11164","Redact PDF Online Free | AnyConverter","37","Redact sensitive information from a PDF by covering areas with black rectangles. Enter page number and coordinates, add multiple redactions, then download. No signup.","166","https://anyconverter.io/redact-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/regex-tester/","200","16655","Regex Tester &amp; Log Extractor Online — Free | AnyConverter","61","Test regular expressions and extract log patterns online. Live match highlighting, capture group colors, quick pattern library. Export matches as CSV or JSON. Free and 100% browser-based.","187","https://anyconverter.io/regex-tester/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/remove-pdf-pages/","200","9040","Remove PDF Pages Online Free | AnyConverter","43","Delete specific pages from a PDF online for free. Enter page numbers or ranges (e.g. 2, 4-6) and download the cleaned PDF instantly. No upload to servers.","154","https://anyconverter.io/remove-pdf-pages/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/roman-numeral-converter/","200","11730","Roman Numeral Converter Online Free | AnyConverter","50","Convert numbers to Roman numerals and Roman numerals back to numbers. Supports 1 to 3,999,999 with vinculum notation. Free online Roman numeral converter with no signup.","169","https://anyconverter.io/roman-numeral-converter/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/rotate-pdf/","200","9861","Rotate PDF Pages Online Free | AnyConverter","43","Rotate PDF pages by 90, 180 or 270 degrees online for free. Choose all pages or specific pages. Download the rotated PDF instantly. No signup required.","151","https://anyconverter.io/rotate-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/scan-to-pdf/","200","9426","Scan to PDF — Images to PDF Online Free | AnyConverter","54","Combine scanned images or photos into a PDF online for free. Add multiple JPG or PNG files, choose page size, and download the PDF instantly. No signup required.","161","https://anyconverter.io/scan-to-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/screen-resolution/","200","9405","Screen Resolution Checker Online Free | AnyConverter","52","Instantly detect your screen resolution, viewport size, device pixel ratio, color depth, and orientation. Free online screen resolution checker tool.","149","https://anyconverter.io/screen-resolution/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/security/","200","9129","Security — AnyConverter","23","Learn how AnyConverter keeps your data safe. All tools run in your browser — your files never leave your device. Read about our security practices and responsible disclosure policy.","181","https://anyconverter.io/security/","True","False","index, follow",""
"https://anyconverter.io/sign-pdf/","200","10714","Sign PDF Online Free | AnyConverter","35","Draw your signature and embed it into a PDF online for free. Choose the page, size and position, then download the signed PDF instantly. No signup, 100% browser-based.","167","https://anyconverter.io/sign-pdf/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/sleep-calculator/","200","11252","Sleep Calculator Online Free | AnyConverter","43","Calculate the best time to wake up or go to sleep based on 90-minute sleep cycles. Free sleep calculator to wake up feeling refreshed. No signup required.","154","https://anyconverter.io/sleep-calculator/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/spin-the-wheel/","200","8644","Spin the Wheel — Random Decision Maker Online Free | AnyConverter","65","Spin a customisable wheel to make random decisions online for free. Add your own options, spin and let fate decide. No download or signup required.","147","https://anyconverter.io/spin-the-wheel/","True","False","index, follow","Offer|Organization|WebApplication"
"https://anyconverter.io/sticky-notes/","200","8469","Sticky Notes Online Free | AnyConverter","39","Create colourful sticky notes online for free. Notes save automatically to your browser. Choose from 6 colours, edit in place and delete when done. No signup.","158","https://anyconverter.io/sticky-notes/","True","False","index, follow","Offer|Organization|WebApplication"
